@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric

@data
2768,'2018/11/20 12:54:50:025',25,9.909472,5.769464,86,720,?,?,?,?,?
2769,'2018/11/20 12:54:50:042',25,9.889362,5.706997,86,720,?,?,?,?,?
2770,'2018/11/20 12:54:50:060',25,9.810458,5.606267,86,720,?,?,?,?,?
2771,'2018/11/20 12:54:50:076',25,9.763125,5.607688,86,720,?,?,?,?,?
2772,'2018/11/20 12:54:50:094',25,9.759095,5.619884,86,720,?,?,?,?,?
2773,'2018/11/20 12:54:50:109',25,9.751816,5.64142,86,720,?,?,?,?,?
2774,'2018/11/20 12:54:50:124',25,9.747973,5.643189,86,720,?,?,?,?,?
2775,'2018/11/20 12:54:50:142',25,9.757955,5.665678,86,720,?,?,?,?,?
2776,'2018/11/20 12:54:50:159',25,9.780665,5.668872,86,720,?,?,?,?,?
2777,'2018/11/20 12:54:50:176',25,9.775689,5.691802,86,720,?,?,?,?,?
2778,'2018/11/20 12:54:50:192',25,9.732393,5.672096,86,720,?,?,?,?,?
2779,'2018/11/20 12:54:50:208',25,9.713561,5.663915,86,720,?,?,?,?,?
2780,'2018/11/20 12:54:50:226',25,9.684695,5.662248,86,720,?,?,?,?,?
2781,'2018/11/20 12:54:50:242',25,9.674599,5.662271,86,720,?,?,?,?,?
2782,'2018/11/20 12:54:50:258',25,9.67218,5.666086,86,720,?,?,?,?,?
2783,'2018/11/20 12:54:50:277',25,9.709577,5.64989,86,720,?,?,?,?,?
2784,'2018/11/20 12:54:50:293',25,9.719969,5.641873,86,720,?,?,?,?,?
2785,'2018/11/20 12:54:50:310',25,9.76084,5.628619,86,720,?,?,?,?,?
2786,'2018/11/20 12:54:50:327',25,9.757551,5.619654,86,720,?,?,?,?,?
2787,'2018/11/20 12:54:50:343',25,9.703828,5.583335,86,720,?,?,?,?,?
2788,'2018/11/20 12:54:50:358',25,9.656386,5.543509,86,720,?,?,?,?,?
2789,'2018/11/20 12:54:50:376',25,9.653338,5.502544,86,720,?,?,?,?,?
2790,'2018/11/20 12:54:50:393',25,9.659002,5.453897,86,720,?,?,?,?,?
2791,'2018/11/20 12:54:50:408',25,9.658215,5.43787,86,720,?,?,?,?,?
2792,'2018/11/20 12:54:50:425',25,9.664941,5.385251,86,720,?,?,?,?,?
2793,'2018/11/20 12:54:50:441',25,9.668344,5.3689,86,720,?,?,?,?,?
2794,'2018/11/20 12:54:50:458',25,9.696325,5.343057,86,720,?,?,?,?,?
2795,'2018/11/20 12:54:50:477',25,9.696046,5.345215,86,720,?,?,?,?,?
2796,'2018/11/20 12:54:50:496',25,9.6967,5.371057,86,720,?,?,?,?,?
2797,'2018/11/20 12:54:50:510',25,9.698462,5.419001,86,720,?,?,?,?,?
2798,'2018/11/20 12:54:50:527',25,9.707585,5.469361,86,720,?,?,?,?,?
2799,'2018/11/20 12:54:50:542',25,9.704465,5.473841,86,720,?,?,?,?,?
2800,'2018/11/20 12:54:50:558',25,9.692647,5.468931,86,720,?,?,?,?,?
2801,'2018/11/20 12:54:50:576',25,9.692521,5.467528,86,720,?,?,?,?,?
2802,'2018/11/20 12:54:50:593',25,9.687113,5.440619,86,720,?,?,?,?,?
2803,'2018/11/20 12:54:50:609',25,9.670347,5.385687,86,720,?,?,?,?,?
2804,'2018/11/20 12:54:50:626',25,9.650965,5.352938,86,720,?,?,?,?,?
2805,'2018/11/20 12:54:50:657',25,9.622725,5.329118,86,720,?,?,?,?,?
2806,'2018/11/20 12:54:50:661',25,9.577449,5.303075,86,720,?,?,?,?,?
2807,'2018/11/20 12:54:50:677',25,9.581133,5.299621,86,720,?,?,?,?,?
2808,'2018/11/20 12:54:50:695',25,9.581133,5.299621,86,720,?,?,?,?,?
2809,'2018/11/20 12:54:50:709',25,9.641081,5.329807,86,720,?,?,?,?,?
2810,'2018/11/20 12:54:50:725',25,9.665864,5.358982,86,720,?,?,?,?,?
2811,'2018/11/20 12:54:50:744',25,9.68548,5.389769,86,720,?,?,?,?,?
2812,'2018/11/20 12:54:50:782',25,9.701407,5.427963,86,720,?,?,?,?,?
2813,'2018/11/20 12:54:50:782',25,9.716579,5.473597,86,720,?,?,?,?,?
2814,'2018/11/20 12:54:50:793',25,9.73176,5.52199,86,720,?,?,?,?,?
2815,'2018/11/20 12:54:50:808',25,9.735868,5.572097,86,720,?,?,?,?,?
2816,'2018/11/20 12:54:50:825',25,9.728874,5.592491,86,720,?,?,?,?,?
2817,'2018/11/20 12:54:50:842',25,9.720111,5.593631,86,720,?,?,?,?,?
2818,'2018/11/20 12:54:50:861',25,9.662381,5.570984,86,720,?,?,?,?,?
2819,'2018/11/20 12:54:50:878',25,9.62777,5.541901,799,793,?,?,?,?,?
2820,'2018/11/20 12:54:50:896',25,9.601978,5.511465,790,793,?,?,?,?,?
2821,'2018/11/20 12:54:50:915',25,9.584765,5.482701,781,793,?,?,?,?,?
2822,'2018/11/20 12:54:50:929',25,9.579451,5.454937,773,793,?,?,?,?,?
2823,'2018/11/20 12:54:50:948',25,9.583598,5.442881,767,793,?,?,?,?,?
2824,'2018/11/20 12:54:50:962',25,9.586874,5.439342,763,793,?,?,?,?,?
2825,'2018/11/20 12:54:50:975',25,9.583407,5.446104,762,793,?,?,?,?,?
2826,'2018/11/20 12:54:50:992',25,9.58534,5.468189,762,793,?,?,?,?,?
2827,'2018/11/20 12:54:51:011',25,9.589659,5.480363,762,793,?,?,?,?,?
2828,'2018/11/20 12:54:51:028',25,9.606731,5.510418,766,793,?,?,?,?,?
2829,'2018/11/20 12:54:51:045',25,9.663672,5.57543,777,793,?,?,?,?,?
2830,'2018/11/20 12:54:51:060',25,9.678768,5.586561,789,792,?,?,?,?,?
2831,'2018/11/20 12:54:51:077',25,9.677152,5.585425,804,791,?,?,?,?,?
2832,'2018/11/20 12:54:51:095',25,9.661556,5.56784,824,789,?,?,?,?,?
2833,'2018/11/20 12:54:51:113',25,9.619833,5.522817,841,788,?,?,?,?,?
2834,'2018/11/20 12:54:51:131',25,9.575982,5.479744,856,787,?,?,?,?,?
2835,'2018/11/20 12:54:51:144',25,9.557534,5.455782,874,785,?,?,?,?,?
2836,'2018/11/20 12:54:51:161',25,9.545951,5.42779,891,782,?,?,?,?,?
2837,'2018/11/20 12:54:51:178',25,9.557129,5.433979,905,781,?,?,?,?,?
2838,'2018/11/20 12:54:51:194',25,9.559144,5.42944,918,779,?,?,?,?,?
2839,'2018/11/20 12:54:51:210',25,9.580682,5.465077,927,779,?,?,?,?,?
2840,'2018/11/20 12:54:51:227',25,9.588059,5.489484,932,778,?,?,?,?,?
2841,'2018/11/20 12:54:51:246',25,9.602015,5.530818,934,776,?,?,?,?,?
2842,'2018/11/20 12:54:51:260',25,9.637364,5.625028,935,774,?,?,?,?,?
2843,'2018/11/20 12:54:51:278',25,9.642453,5.654474,935,774,?,?,?,?,?
2844,'2018/11/20 12:54:51:295',25,9.590259,5.599701,935,773,?,?,?,?,?
2845,'2018/11/20 12:54:51:311',25,9.552774,5.553426,935,772,?,?,?,?,?
2846,'2018/11/20 12:54:51:357',25,9.498616,5.459397,928,771,?,?,?,?,?
2847,'2018/11/20 12:54:51:357',25,9.500561,5.421871,917,771,?,?,?,?,?
2848,'2018/11/20 12:54:51:363',25,9.510525,5.366277,900,771,?,?,?,?,?
2849,'2018/11/20 12:54:51:378',25,9.548761,5.388907,882,770,?,?,?,?,?
2850,'2018/11/20 12:54:51:394',25,9.575984,5.410605,864,770,?,?,?,?,?
2851,'2018/11/20 12:54:51:412',25,9.608974,5.449066,844,770,?,?,?,?,?
2852,'2018/11/20 12:54:51:428',25,9.628485,5.476576,824,769,?,?,?,?,?
2853,'2018/11/20 12:54:51:448',25,9.656012,5.520964,804,767,?,?,?,?,?
2854,'2018/11/20 12:54:51:461',25,9.660044,5.519835,789,766,?,?,?,?,?
2855,'2018/11/20 12:54:51:480',25,9.657139,5.547827,774,765,?,?,?,?,?
2856,'2018/11/20 12:54:51:502',25,9.649136,5.540278,765,765,?,?,?,?,?
2857,'2018/11/20 12:54:51:513',25,9.600438,5.471805,760,765,?,?,?,?,?
2858,'2018/11/20 12:54:51:525',25,9.563622,5.415568,759,765,?,?,?,?,?
2859,'2018/11/20 12:54:51:542',25,9.560172,5.426604,759,765,?,?,?,?,?
2860,'2018/11/20 12:54:51:577',25,9.584923,5.458388,759,765,?,?,?,?,?
2861,'2018/11/20 12:54:51:578',25,9.635818,5.505021,763,765,?,?,?,?,?
2862,'2018/11/20 12:54:51:595',25,9.730446,5.583464,773,765,?,?,?,?,?
2863,'2018/11/20 12:54:51:613',25,9.733822,5.587459,785,764,?,?,?,?,?
2864,'2018/11/20 12:54:51:627',25,9.714164,5.580755,804,763,?,?,?,?,?
2865,'2018/11/20 12:54:51:647',25,9.722135,5.617584,822,762,?,?,?,?,?
2866,'2018/11/20 12:54:51:662',25,9.67974,5.561695,837,762,?,?,?,?,?
2867,'2018/11/20 12:54:51:678',25,9.672244,5.547681,860,762,?,?,?,?,?
2868,'2018/11/20 12:54:51:695',25,9.644836,5.477482,877,761,?,?,?,?,?
2869,'2018/11/20 12:54:51:736',25,9.651249,5.45116,893,760,?,?,?,?,?
2870,'2018/11/20 12:54:51:754',25,9.653763,5.414118,908,759,?,?,?,?,?
2871,'2018/11/20 12:54:51:755',25,9.666772,5.417017,920,759,?,?,?,?,?
2872,'2018/11/20 12:54:51:759',25,9.696752,5.431726,920,759,?,?,?,?,?
2873,'2018/11/20 12:54:51:774',25,9.711576,5.437562,920,759,?,?,?,?,?
2874,'2018/11/20 12:54:51:794',25,9.725214,5.504385,924,757,?,?,?,?,?
2875,'2018/11/20 12:54:51:810',25,9.727694,5.534903,925,755,?,?,?,?,?
2876,'2018/11/20 12:54:51:828',25,9.713024,5.536514,925,754,?,?,?,?,?
2877,'2018/11/20 12:54:51:845',25,9.696831,5.52246,924,753,?,?,?,?,?
2878,'2018/11/20 12:54:51:861',25,9.660829,5.463337,914,753,?,?,?,?,?
2879,'2018/11/20 12:54:51:878',25,9.631477,5.396648,899,753,?,?,?,?,?
2880,'2018/11/20 12:54:51:895',25,9.616036,5.370823,879,753,?,?,?,?,?
2881,'2018/11/20 12:54:51:910',25,9.592029,5.380035,861,753,?,?,?,?,?
2882,'2018/11/20 12:54:51:927',25,9.588985,5.390066,842,753,?,?,?,?,?
2883,'2018/11/20 12:54:51:946',25,9.621356,5.453625,823,751,?,?,?,?,?
2884,'2018/11/20 12:54:51:960',25,9.649608,5.492349,808,751,?,?,?,?,?
2885,'2018/11/20 12:54:51:978',25,9.701063,5.559733,796,750,?,?,?,?,?
2886,'2018/11/20 12:54:51:995',25,9.701063,5.559733,788,748,?,?,?,?,?
2887,'2018/11/20 12:54:52:010',25,9.636498,5.484913,785,748,?,?,?,?,?
2888,'2018/11/20 12:54:52:025',25,9.583677,5.416259,785,748,?,?,?,?,?
2889,'2018/11/20 12:54:52:042',25,9.585402,5.427982,785,748,?,?,?,?,?
2890,'2018/11/20 12:54:52:060',25,9.637138,5.565452,785,748,?,?,?,?,?
2891,'2018/11/20 12:54:52:078',25,9.644099,5.582393,785,748,?,?,?,?,?
2892,'2018/11/20 12:54:52:095',25,9.671265,5.652437,789,748,?,?,?,?,?
2893,'2018/11/20 12:54:52:110',25,9.69756,5.735629,797,747,?,?,?,?,?
2894,'2018/11/20 12:54:52:127',25,9.735588,5.821634,807,747,?,?,?,?,?
2895,'2018/11/20 12:54:52:145',25,9.748416,5.814257,818,746,?,?,?,?,?
2896,'2018/11/20 12:54:52:162',25,9.755351,5.789791,830,746,?,?,?,?,?
2897,'2018/11/20 12:54:52:178',25,9.753117,5.756824,843,746,?,?,?,?,?
2898,'2018/11/20 12:54:52:195',25,9.728468,5.705677,855,746,?,?,?,?,?
2899,'2018/11/20 12:54:52:211',25,9.691689,5.653035,868,746,?,?,?,?,?
2900,'2018/11/20 12:54:52:228',25,9.674586,5.613273,879,746,?,?,?,?,?
2901,'2018/11/20 12:54:52:244',25,9.673825,5.616305,886,746,?,?,?,?,?
2902,'2018/11/20 12:54:52:260',25,9.658808,5.593044,893,746,?,?,?,?,?
2903,'2018/11/20 12:54:52:277',25,9.65753,5.598957,896,746,?,?,?,?,?
2904,'2018/11/20 12:54:52:295',25,9.668048,5.610784,897,746,?,?,?,?,?
2905,'2018/11/20 12:54:52:309',25,9.691791,5.645086,898,746,?,?,?,?,?
2906,'2018/11/20 12:54:52:325',25,9.692572,5.630189,898,746,?,?,?,?,?
2907,'2018/11/20 12:54:52:343',25,9.679332,5.600559,898,746,?,?,?,?,?
2908,'2018/11/20 12:54:52:360',25,9.655063,5.569216,898,746,?,?,?,?,?
2909,'2018/11/20 12:54:52:377',25,9.612173,5.519267,898,746,?,?,?,?,?
2910,'2018/11/20 12:54:52:395',25,9.548218,5.448955,894,746,?,?,?,?,?
2911,'2018/11/20 12:54:52:411',25,9.506224,5.390487,889,746,?,?,?,?,?
2912,'2018/11/20 12:54:52:428',25,9.480656,5.349985,882,746,?,?,?,?,?
2913,'2018/11/20 12:54:52:444',25,9.430972,5.278018,877,746,?,?,?,?,?
2914,'2018/11/20 12:54:52:461',25,9.441031,5.241105,873,746,?,?,?,?,?
2915,'2018/11/20 12:54:52:482',25,9.48025,5.164436,870,746,?,?,?,?,?
2916,'2018/11/20 12:54:52:493',25,9.514331,5.195279,870,746,?,?,?,?,?
2917,'2018/11/20 12:54:52:508',25,9.679108,5.37305,870,746,?,?,?,?,?
2918,'2018/11/20 12:54:52:525',25,9.725837,5.447896,870,746,?,?,?,?,?
2919,'2018/11/20 12:54:52:542',25,9.802032,5.536881,870,746,?,?,?,?,?
2920,'2018/11/20 12:54:52:558',25,9.876829,5.650426,870,746,?,?,?,?,?
2921,'2018/11/20 12:54:52:575',25,9.869656,5.638743,870,746,?,?,?,?,?
2922,'2018/11/20 12:54:52:591',25,9.849152,5.609048,870,746,?,?,?,?,?
2923,'2018/11/20 12:54:52:608',25,9.803187,5.546207,870,746,?,?,?,?,?
2924,'2018/11/20 12:54:52:624',25,9.742673,5.456186,870,746,?,?,?,?,?
2925,'2018/11/20 12:54:52:641',25,9.73175,5.41755,870,746,?,?,?,?,?
2926,'2018/11/20 12:54:52:658',25,9.698382,5.366814,870,746,?,?,?,?,?
2927,'2018/11/20 12:54:52:675',25,9.713392,5.359386,870,746,?,?,?,?,?
2928,'2018/11/20 12:54:52:692',25,9.715733,5.36373,870,746,?,?,?,?,?
2929,'2018/11/20 12:54:52:708',25,9.705155,5.36831,870,746,?,?,?,?,?
2930,'2018/11/20 12:54:52:726',25,9.704651,5.377536,870,746,?,?,?,?,?
2931,'2018/11/20 12:54:52:741',25,9.71981,5.417381,870,746,?,?,?,?,?
2932,'2018/11/20 12:54:52:759',25,9.72232,5.42393,870,746,?,?,?,?,?
2933,'2018/11/20 12:54:52:776',25,9.761015,5.460095,870,746,?,?,?,?,?
2934,'2018/11/20 12:54:52:794',25,9.770896,5.45232,870,746,?,?,?,?,?
2935,'2018/11/20 12:54:52:811',25,9.772094,5.444124,870,746,?,?,?,?,?
2936,'2018/11/20 12:54:52:827',25,9.772413,5.434635,870,746,?,?,?,?,?
2937,'2018/11/20 12:54:52:844',25,9.773788,5.437675,870,746,?,?,?,?,?
2938,'2018/11/20 12:54:52:859',25,9.774748,5.448546,870,746,?,?,?,?,?
2939,'2018/11/20 12:54:52:878',25,9.765734,5.47488,870,746,?,?,?,?,?
2940,'2018/11/20 12:54:52:894',25,9.726636,5.517252,870,746,?,?,?,?,?
2941,'2018/11/20 12:54:52:910',25,9.705327,5.540689,870,746,?,?,?,?,?
2942,'2018/11/20 12:54:52:928',25,9.652993,5.643161,870,746,?,?,?,?,?
2943,'2018/11/20 12:54:52:944',25,9.655066,5.683622,870,746,?,?,?,?,?
2944,'2018/11/20 12:54:52:960',25,9.680824,5.748322,870,746,?,?,?,?,?
2945,'2018/11/20 12:54:52:977',25,9.692886,5.781298,870,746,?,?,?,?,?
2946,'2018/11/20 12:54:52:994',25,9.745551,5.851048,870,746,?,?,?,?,?
2947,'2018/11/20 12:54:53:011',25,9.812423,5.930993,870,746,?,?,?,?,?
2948,'2018/11/20 12:54:53:027',25,9.834384,5.943641,870,746,?,?,?,?,?
2949,'2018/11/20 12:54:53:045',25,9.881684,6.045002,870,746,?,?,?,?,?
2950,'2018/11/20 12:54:53:060',25,9.820984,6.063018,870,746,?,?,?,?,?
2951,'2018/11/20 12:54:53:078',25,9.689816,5.985845,870,746,?,?,?,?,?
2952,'2018/11/20 12:54:53:094',25,9.624166,5.978763,870,746,?,?,?,?,?
2953,'2018/11/20 12:54:53:110',25,9.556575,5.993067,870,746,?,?,?,?,?
2954,'2018/11/20 12:54:53:126',25,9.507131,5.934845,870,746,?,?,?,?,?
2955,'2018/11/20 12:54:53:143',25,9.437542,5.93403,870,746,?,?,?,?,?
2956,'2018/11/20 12:54:53:159',25,9.388886,5.93416,870,746,?,?,?,?,?
2957,'2018/11/20 12:55:22:125',26,4.041908,5.95568,891,773,?,?,0,?,?
2958,'2018/11/20 12:55:22:140',26,3.961886,5.88345,891,773,?,?,0,?,?
2959,'2018/11/20 12:55:22:159',26,3.928933,5.796747,891,773,?,?,0,?,?
2960,'2018/11/20 12:55:22:176',26,4.001227,5.705105,891,773,?,?,0,?,?
2961,'2018/11/20 12:55:22:191',26,4.069705,5.631905,891,773,?,?,0,?,?
2962,'2018/11/20 12:55:22:207',26,4.110761,5.581839,891,773,?,?,0,?,?
2963,'2018/11/20 12:55:22:224',26,4.109149,5.454338,891,773,?,?,0,?,?
2964,'2018/11/20 12:55:22:241',26,4.094807,5.431977,891,773,?,?,0,?,?
2965,'2018/11/20 12:55:22:259',26,3.999541,5.359818,891,773,?,?,0,?,?
2966,'2018/11/20 12:55:22:274',26,3.917985,5.318397,891,773,?,?,0,?,?
2967,'2018/11/20 12:55:22:290',26,3.824089,5.273967,891,773,?,?,0,?,?
2968,'2018/11/20 12:55:22:308',26,3.739762,5.235021,891,773,?,?,0,?,?
2969,'2018/11/20 12:55:22:326',26,3.668446,5.167191,891,773,?,?,0,?,?
2970,'2018/11/20 12:55:22:345',26,3.525449,5.024783,891,773,?,?,0,?,?
2971,'2018/11/20 12:55:22:359',26,3.488409,5.001723,891,773,?,?,0,?,?
2972,'2018/11/20 12:55:22:377',26,3.37543,4.810995,891,773,?,?,0,?,?
2973,'2018/11/20 12:55:22:390',26,3.358998,4.771564,891,773,?,?,0,?,?
2974,'2018/11/20 12:55:22:409',26,3.306122,4.576448,891,773,?,?,0,?,?
2975,'2018/11/20 12:55:22:424',26,3.287985,4.450057,891,773,?,?,0,?,?
2976,'2018/11/20 12:55:22:446',26,3.251029,4.330142,891,773,?,?,0,?,?
2977,'2018/11/20 12:55:22:462',26,3.217373,4.239376,891,773,?,?,0,?,?
2978,'2018/11/20 12:55:22:476',26,3.150506,4.15406,891,773,?,?,0,?,?
2979,'2018/11/20 12:55:22:490',26,3.128585,4.120733,891,773,?,?,0,?,?
2980,'2018/11/20 12:55:22:509',26,3.117092,4.093574,891,773,?,?,0,?,?
2981,'2018/11/20 12:55:22:528',26,3.081175,4.084354,891,773,?,?,0,?,?
2982,'2018/11/20 12:55:22:541',26,3.077348,4.092632,891,773,?,?,0,?,?
2983,'2018/11/20 12:55:22:565',26,3.030296,4.118419,891,773,?,?,0,?,?
2984,'2018/11/20 12:55:22:582',26,3.025083,4.136686,891,773,?,?,0,?,?
2985,'2018/11/20 12:55:22:596',26,3.046984,4.151695,891,773,?,?,0,?,?
2986,'2018/11/20 12:55:22:612',26,3.091588,4.158383,891,773,?,?,0,?,?
2987,'2018/11/20 12:55:22:627',26,3.135223,4.153957,891,773,?,?,0,?,?
2988,'2018/11/20 12:55:22:643',26,3.150348,4.140868,891,773,?,?,0,?,?
2989,'2018/11/20 12:55:22:660',26,3.167087,4.107053,891,773,?,?,0,?,?
2990,'2018/11/20 12:55:22:676',26,3.167242,4.067784,891,773,?,?,0,?,?
2991,'2018/11/20 12:55:22:690',26,3.142155,4.038296,891,773,?,?,0,?,?
2992,'2018/11/20 12:55:22:709',26,3.118946,3.999043,891,773,?,?,0,?,?
2993,'2018/11/20 12:55:22:727',26,3.110048,3.965929,891,773,?,?,0,?,?
2994,'2018/11/20 12:55:22:743',26,3.113585,3.946217,891,773,?,?,0,?,?
2995,'2018/11/20 12:55:22:762',26,3.113585,3.946217,891,773,?,?,0,?,?
2996,'2018/11/20 12:55:22:775',26,3.077735,3.944644,891,773,?,?,0,?,?
2997,'2018/11/20 12:55:22:792',26,3.057238,3.941675,891,773,?,?,0,?,?
2998,'2018/11/20 12:55:22:812',26,3.021014,3.935507,891,773,?,?,0,?,?
2999,'2018/11/20 12:55:22:826',26,3.024774,3.939856,891,773,?,?,0,?,?
3000,'2018/11/20 12:55:22:843',26,3.039722,3.949439,891,773,?,?,0,?,?
3001,'2018/11/20 12:55:22:879',26,3.072368,3.966668,891,773,?,?,0,?,?
3002,'2018/11/20 12:55:22:879',26,3.120519,4.00664,891,773,?,?,0,?,?
3003,'2018/11/20 12:55:22:891',26,3.145222,4.041554,891,773,?,?,0,?,?
3004,'2018/11/20 12:55:22:910',26,3.165724,4.088674,891,773,?,?,0,?,?
3005,'2018/11/20 12:55:22:925',26,3.175183,4.123171,891,773,?,?,0,?,?
3006,'2018/11/20 12:55:22:942',26,3.182299,4.118454,891,773,?,?,0,?,?
3007,'2018/11/20 12:55:22:961',26,3.195149,4.094484,891,773,?,?,0,?,?
3008,'2018/11/20 12:55:22:975',26,3.215581,4.079482,891,773,?,?,0,?,?
3009,'2018/11/20 12:55:22:992',26,3.219809,4.082054,891,773,?,?,0,?,?
3010,'2018/11/20 12:55:23:013',26,3.190722,4.088475,891,773,?,?,0,?,?
3011,'2018/11/20 12:55:23:038',26,3.181347,4.085739,891,773,?,?,0,?,?
3012,'2018/11/20 12:55:23:405',26,3.171787,4.068984,891,773,?,?,0,?,?
3013,'2018/11/20 12:55:23:405',26,3.17779,4.059094,891,773,?,?,0,?,?
3014,'2018/11/20 12:55:23:405',26,3.200399,4.054422,891,773,?,?,0,?,?
3015,'2018/11/20 12:55:23:405',26,3.221595,4.035859,891,773,?,?,0,?,?
3016,'2018/11/20 12:55:23:405',26,3.24465,4.03115,891,773,?,?,0,?,?
3017,'2018/11/20 12:55:23:405',26,3.24465,4.03115,891,773,?,?,0,?,?
3018,'2018/11/20 12:55:23:405',26,3.270145,3.992617,891,773,?,?,0,?,?
3019,'2018/11/20 12:55:23:405',26,3.217563,3.964168,891,773,?,?,0,?,?
3020,'2018/11/20 12:55:23:405',26,3.187721,3.974824,891,773,?,?,0,?,?
3021,'2018/11/20 12:55:23:405',26,3.166234,3.99172,75,693,?,?,0,?,?
3022,'2018/11/20 12:55:23:509',26,3.138396,3.999876,78,686,?,?,0,?,?
3023,'2018/11/20 12:55:23:509',26,3.12782,3.980859,81,679,?,?,0,?,?
3024,'2018/11/20 12:55:23:509',26,3.174771,3.952309,86,670,?,?,0,?,?
3025,'2018/11/20 12:55:23:509',26,3.211528,3.962601,90,660,?,?,0,?,?
3026,'2018/11/20 12:55:23:509',26,3.240806,3.99415,95,650,?,?,0,?,?
3027,'2018/11/20 12:55:23:509',26,3.24191,4.007838,100,640,?,?,0,?,?
3028,'2018/11/20 12:55:23:509',26,3.238467,4.017067,105,632,?,?,0,?,?
3029,'2018/11/20 12:55:23:509',26,3.235998,4.019935,110,626,?,?,0,?,?
3030,'2018/11/20 12:55:23:509',26,3.235445,4.01339,115,623,?,?,0,?,?
3031,'2018/11/20 12:55:23:509',26,3.233243,4.003983,119,623,?,?,0,?,?
3032,'2018/11/20 12:55:23:509',26,3.220378,3.984661,124,623,?,?,0,?,?
3033,'2018/11/20 12:55:23:509',26,3.203794,3.960912,127,623,?,?,0,?,?
3034,'2018/11/20 12:55:23:509',26,3.173505,3.9315,131,627,?,?,0,?,?
3035,'2018/11/20 12:55:23:509',26,3.158724,3.911986,134,636,?,?,0,?,?
3036,'2018/11/20 12:55:23:509',26,3.149349,3.903053,137,645,?,?,0,?,?
3037,'2018/11/20 12:55:23:509',26,3.136143,3.896454,138,657,?,?,0,?,?
3038,'2018/11/20 12:55:23:513',26,3.104162,3.898914,138,670,?,?,0,?,?
3039,'2018/11/20 12:55:23:513',26,3.096969,3.90594,138,683,?,?,0,?,?
3040,'2018/11/20 12:55:23:513',26,3.109752,3.906877,138,694,?,?,0,?,?
3041,'2018/11/20 12:55:23:687',26,3.141395,3.91003,138,700,?,?,0,?,?
3042,'2018/11/20 12:55:23:687',26,3.198775,3.909867,132,703,?,?,0,?,?
3043,'2018/11/20 12:55:23:687',26,3.222466,3.908097,126,700,?,?,0,?,?
3044,'2018/11/20 12:55:23:687',26,3.2445,3.916122,120,696,?,?,0,?,?
3045,'2018/11/20 12:55:23:687',26,3.246399,3.932091,114,691,?,?,0,?,?
3046,'2018/11/20 12:55:23:687',26,3.247213,3.944708,107,688,?,?,0,?,?
3047,'2018/11/20 12:55:23:687',26,3.257293,3.959204,100,685,?,?,0,?,?
3048,'2018/11/20 12:55:23:687',26,3.255208,3.959288,96,684,?,?,0,?,?
3049,'2018/11/20 12:55:23:888',26,3.251456,3.965876,90,677,?,?,0,?,?
3050,'2018/11/20 12:55:23:888',26,3.23669,3.9554,87,675,?,?,0,?,?
3051,'2018/11/20 12:55:23:889',26,3.225947,3.937103,84,674,?,?,0,?,?
3052,'2018/11/20 12:55:23:889',26,3.22154,3.927484,82,673,?,?,0,?,?
3053,'2018/11/20 12:55:23:889',26,3.231384,3.927858,82,670,?,?,0,?,?
3054,'2018/11/20 12:55:23:889',26,3.239551,3.921291,82,669,?,?,0,?,?
3055,'2018/11/20 12:55:23:889',26,3.29511,3.905249,82,655,?,?,0,?,?
3056,'2018/11/20 12:55:23:889',26,3.323913,3.904171,82,639,?,?,0,?,?
3057,'2018/11/20 12:55:23:889',26,3.342943,3.918323,86,625,?,?,0,?,?
3058,'2018/11/20 12:55:23:889',26,3.363206,3.933598,93,613,?,?,0,?,?
3059,'2018/11/20 12:55:23:889',26,3.379306,3.941522,101,604,?,?,0,?,?
3060,'2018/11/20 12:55:23:889',26,3.402902,3.95008,111,598,?,?,0,?,?
3061,'2018/11/20 12:55:23:889',26,3.405653,3.939122,122,596,?,?,0,?,?
3062,'2018/11/20 12:55:23:889',26,3.397649,3.932054,133,596,?,?,0,?,?
3063,'2018/11/20 12:55:23:940',26,3.364702,3.923601,143,596,?,?,0,?,?
3064,'2018/11/20 12:55:23:942',26,3.299702,3.909822,153,600,?,?,0,?,?
3065,'2018/11/20 12:55:23:942',26,3.283223,3.904164,162,610,?,?,0,?,?
3066,'2018/11/20 12:55:23:968',26,3.242479,3.877498,170,622,?,?,0,?,?
3067,'2018/11/20 12:55:23:968',26,3.235564,3.873118,176,640,?,?,0,?,?
3068,'2018/11/20 12:55:23:977',26,3.235191,3.875232,182,663,?,?,0,?,?
3069,'2018/11/20 12:55:23:994',26,3.251606,3.868073,184,683,?,?,0,?,?
3070,'2018/11/20 12:55:24:025',26,3.268353,3.860278,185,709,?,?,0,?,?
3071,'2018/11/20 12:55:24:025',26,3.293704,3.853073,185,718,?,?,0,?,?
3072,'2018/11/20 12:55:24:056',26,3.33331,3.867001,185,717,?,?,0,?,?
3073,'2018/11/20 12:55:24:061',26,3.334693,3.865933,185,718,?,?,0,?,?
